ID,Название,Status,Вердикт,Энтропия_Шеннона,Энтропия_Перестановок,Фрактал_Размерность_GP,Асимметрия_Сдвига,Эксцесс_Хвостов,Автокорреляция_Лаг1,Херст_Хаотичность,Радиус_Облака,Коэф_Сдвига_Аномалий,Доля_Оси_X,Доля_Оси_Y,Доля_Оси_Z,Сила_Закрутки_Ротора,Индекс_Сквозных_Дыр,Коэф_Ветвления,Частота_Фурье
A000107,Number of rooted trees with n nodes and a single labeled node; pointed rooted trees; vertebrates.,Успешно,Строгий кристаллический тренд,4.9542,-0.0,0.0,4.5067,19.7936,1.0,0.5713,829146039230.72,19.68,0.9999,0.0001,0.0,2.5998005595236778e+20,0.0,1.0,1.0
A000108,"Catalan numbers: C(n) = binomial(2n,n)/(n+1) = (2n)!/(n!(n+1)!).",Успешно,Строгий кристаллический тренд,4.8897,-0.0,0.0,4.8073,22.2418,1.0,0.5511,324861774030683.44,22.12,0.9999,0.0001,0.0,7.5102818867872515e+25,0.0,1.0,1.0
A000109,Number of simplicial polyhedra with n vertices; simple planar graphs with n vertices and 3n-6 edges; maximal simple planar graphs with n vertices; planar triangulations with n vertices; triangulations of the sphere with n vertices; 3-connected cubic planar graphs on 2n-4 vertices.,Успешно,Строгий кристаллический тренд,4.2433,-0.0,0.0,4.262,16.4365,1.0,0.5138,23435757517486.04,18.39,0.9999,0.0001,0.0,3.6896596761226826e+23,0.0,1.0,1.0
A000110,Bell or exponential numbers: number of ways to partition a set of n labeled elements.,Успешно,Строгий кристаллический тренд,4.6808,-0.0,0.0,4.8377,21.6044,1.0,0.5091,4.008730862217013e+18,23.57,0.9997,0.0003,0.0,2.6466428927469587e+34,0.0,1.0,1.0
A000111,"Euler or up/down numbers: e.g.f. sec(x) + tan(x). Also for n >= 2, half the number of alternating permutations on n letters (A001250).",Успешно,Строгий кристаллический тренд,4.5788,-0.0,0.0,4.8751,21.8566,1.0,0.5003,3.1946212791523987e+20,24.43,0.9999,0.0001,0.0,1.0290843716445543e+38,0.0,1.0,1.0
A000112,"Number of partially ordered sets (""posets"") with n unlabeled elements.",Успешно,Строгий кристаллический тренд,3.9698,-0.0,0.0,3.7485,12.0556,1.0,0.4893,557346225571749.7,15.76,0.9999,0.0001,0.0,9.569181431178009e+25,0.0,1.0,1.0
A000113,Number of transformation groups of order n.,Успешно,Сложная динамическая структура,4.4798,2.5296,0.0,0.9971,1.0225,0.5641,0.739,44.0,3.84,0.5012,0.2887,0.2101,2968.78,0.0057,-0.2609,1.0
A000114,Number of cusps of principal congruence subgroup Gamma^{hat}(n).,Успешно,Сложная динамическая структура,5.2965,1.9361,0.0,0.7871,-0.3757,0.8934,0.7813,569.1,3.68,0.7812,0.1705,0.0483,263162.14,0.0004,-0.9409,1.0
A000115,Denumerants: Expansion of 1/((1-x)*(1-x^2)*(1-x^5)).,Успешно,Строгий кристаллический тренд,5.9838,-0.0,0.0,0.5856,-0.9149,1.0,0.799,103.23,1.92,0.9925,0.0051,0.0024,86.67,0.0025,0.9294,1.0
A000116,Number of even sequences with period 2n (bisection of A000013).,Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,4.5492,19.7103,1.0,0.5492,15559706653442.77,19.99,0.9999,0.0001,0.0,1.366471461790467e+23,0.0,1.0,1.0
A000117,Number of even sequences with period 2n (bisection of A000011).,Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,4.5492,19.7103,1.0,0.5492,7779862013365.81,19.99,0.9999,0.0001,0.0,3.4180341996438898e+22,0.0,1.0,1.0
A000118,Number of ways of writing n as a sum of 4 squares; also theta series of four-dimensional cubic lattice Z^4.,Успешно,Сложная динамическая структура,4.634,2.4154,0.0,0.9592,0.6693,0.5573,0.7323,331.71,3.61,0.4902,0.3136,0.1962,173618.54,0.0009,-0.1105,1.0
A000119,Number of representations of n as a sum of distinct Fibonacci numbers.,Успешно,Сложная динамическая структура,2.9676,2.2947,0.0,0.3397,-0.5811,0.1466,0.7246,3.28,2.89,0.421,0.3307,0.2483,33.99,0.0937,-0.6942,40.0
A000120,Ones-counting sequence: number of 1's in binary expansion of n (or the binary weight of n).,Успешно,Аномальный Сдвиг / Выброс,2.2905,1.9898,0.0,-0.0648,-0.2637,0.3818,0.6893,1.81,5.15,0.4622,0.2788,0.259,10.45,0.1667,-0.5512,13.0
A000121,Number of representations of n as a sum of Fibonacci numbers (1 is allowed twice as a part).,Успешно,Сложная динамическая структура,3.4255,2.4902,0.0,-0.1825,-0.6115,0.7568,0.7792,4.24,2.46,0.6169,0.1973,0.1858,43.7,0.0851,-0.5411,1.0
A000122,Expansion of Jacobi theta function theta_3(x) = Sum_{m =-oo..oo} x^(m^2) (number of integer solutions to k^2 = n).,Успешно,Аномальный Сдвиг / Выброс,0.53,0.9498,0.0,2.6659,5.1827,-0.0559,0.5245,0.75,5.33,0.3513,0.3483,0.3004,0.78,0.4472,-0.4972,26.0
A000123,Number of binary partitions: number of partitions of 2n into powers of 2.,Успешно,Строгий кристаллический тренд,5.6724,-0.0,0.0,1.3592,0.7429,1.0,0.7678,3505.92,4.0,0.9922,0.0059,0.0019,95753.27,0.0001,0.995,1.0
A000124,"Central polygonal numbers (the Lazy Caterer's sequence): n(n+1)/2 + 1; or, maximal number of pieces formed when slicing a pancake with n cuts.",Успешно,Строгий кристаллический тренд,5.7279,-0.0,0.0,0.6381,-0.8594,1.0,0.7876,599.8,1.96,0.9929,0.0071,0.0,1112.08,0.0004,1.0,1.0
A000125,"Cake numbers: maximal number of pieces resulting from n planar cuts through a cube (or cake): C(n+1,3) + n + 1.",Успешно,Строгий кристаллический тренд,5.5236,-0.0,0.0,1.0679,-0.0748,0.9999,0.7712,6053.51,2.93,0.9906,0.0093,0.0001,156342.71,0.0,0.9999,1.0
A000126,A nonlinear binomial sum.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,3.4601,11.8079,1.0,0.6487,9243792.11,13.37,1.0,0.0,0.0,43407234.21,0.0,1.0,1.0
A000127,Maximal number of regions obtained by joining n points around a circle by straight lines. Also number of regions in 4-space formed by n-1 hyperplanes.,Успешно,Строгий кристаллический тренд,5.4594,-0.0,0.0,1.4078,0.8493,0.9999,0.7578,48664.66,3.9,0.9899,0.01,0.0001,12590692.54,0.0,0.9999,1.0
A000128,A nonlinear binomial sum.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,3.4601,11.808,1.0,0.6487,14956599.06,13.37,1.0,0.0,0.0,1008521295.67,0.0,1.0,1.0
A000129,"Pell numbers: a(0) = 0, a(1) = 1; for n > 1, a(n) = 2*a(n-1) + a(n-2).",Успешно,Строгий кристаллический тренд,5.0,-0.0,0.0,4.2847,18.0788,1.0,0.5901,27119925583.13,18.16,1.0,0.0,0.0,1.81,0.0,1.0,1.0
A000130,One-half the number of permutations of length n with exactly 1 rising or falling succession.,Успешно,Строгий кристаллический тренд,4.5016,-0.0,0.0,4.5735,18.9603,1.0,0.493,3.170035502439608e+20,22.0,0.9999,0.0001,0.0,5.558947141237833e+37,0.0,1.0,1.0
A000131,Number of asymmetrical dissections of n-gon.,Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,4.5162,19.4587,1.0,0.552,77285316118671.9,19.71,0.9998,0.0002,0.0,5.833529962452107e+24,0.0,1.0,1.0
A000132,Number of ways of writing n as a sum of 5 squares.,Успешно,Сложная динамическая структура,5.3097,2.2128,0.0,0.935,0.2894,0.8015,0.7588,2066.57,4.19,0.6193,0.2319,0.1489,4576864.63,0.0001,-0.1084,1.0
A000133,Number of Boolean functions of n variables.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000134,Positive zeros of Bessel function of order 0 rounded to nearest integer.,Успешно,Строгий кристаллический тренд,5.9069,-0.0,0.0,0.0016,-1.2013,1.0,0.7957,78.92,1.27,0.9941,0.0035,0.0024,72.25,0.0032,-0.1714,1.0
A000135,Number of partitions into non-integral powers.,Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,2.6595,6.5278,1.0,0.693,1119704.39,9.14,0.996,0.0039,0.0,6357237087.11,0.0,1.0,1.0
A000136,Number of ways of folding a strip of n labeled stamps.,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,4.5251,19.6838,1.0,0.5588,10792341883442.79,19.79,0.9987,0.0013,0.0,8.169706144466474e+23,0.0,1.0,1.0
A000137,Series-parallel numbers.,Успешно,Строгий кристаллический тренд,4.7004,-0.0,0.0,4.2757,17.3432,1.0,0.5556,974282513799.89,17.84,0.9999,0.0001,0.0,3.354306800535899e+20,0.0,1.0,1.0
A000138,Expansion of e.g.f. exp(-x^4/4)/(1-x).,Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,4.4625,17.9591,1.0,0.4926,7.929134023643611e+19,21.0,0.9999,0.0001,0.0,3.79742874204707e+36,0.0,1.0,1.0
A000139,a(n) = 2*(3*n)! / ((2*n+1)!*(n+1)!).,Успешно,Строгий кристаллический тренд,4.6235,0.2499,0.0,4.6132,19.7789,1.0,0.5255,7129045671832117.0,20.91,0.9999,0.0001,0.0,3.2985405722023386e+28,0.0,1.0,1.0
A000140,Kendall-Mann numbers: the most common number of inversions in a permutation on n letters is floor(n*(n-1)/4); a(n) is the number of permutations with this many inversions.,Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,4.4619,17.9555,1.0,0.4928,4.874387502763014e+19,20.98,0.9999,0.0001,0.0,1.5381955993196972e+36,0.0,1.0,1.0
A000141,Number of ways of writing n as a sum of 6 squares.,Успешно,Сложная динамическая структура,5.3219,2.0399,0.0,0.8881,-0.1875,0.9248,0.7614,10719.96,3.99,0.7259,0.1683,0.1058,80689501.39,0.0,-0.0511,1.0
A000142,"Factorial numbers: n! = 1*2*3*4*...*n (order of symmetric group S_n, number of permutations of n letters).",Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,4.4625,17.9591,1.0,0.4926,1.018121389863626e+20,21.0,0.9999,0.0001,0.0,6.260896464100661e+36,0.0,1.0,1.0
A000143,Number of ways of writing n as a sum of 8 squares.,Успешно,Аномальный Сдвиг / Выброс,5.2095,1.298,0.0,1.1946,0.4518,0.9863,0.7539,302471.55,6.0,0.8656,0.0872,0.0472,25339134195.12,0.0,0.3203,1.0
A000144,Number of ways of writing n as a sum of 10 squares.,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,1.4713,1.1672,0.997,0.7291,3185421.61,5.3,0.9313,0.0445,0.0242,1327296045832.8,0.0,0.8086,1.0
A000145,Number of ways of writing n as a sum of 12 squares.,Успешно,Строгий кристаллический тренд,4.9542,-0.0,0.0,1.7091,1.9496,0.9994,0.7214,61915650.84,5.55,0.968,0.0218,0.0102,211826283994966.34,0.0,0.9708,1.0
A000146,From von Staudt-Clausen representation of Bernoulli numbers: a(n) = Bernoulli(2n) + Sum_{(p-1)|2n} 1/p.,Успешно,Плоский Аттрактор (Петля/Узел),3.9387,1.544,0.0,-4.585,19.0301,-1.0,0.4933,1.0498579554064207e+22,22.6,1.0,0.0,0.0,1.9164702029458963e+40,0.0,-1.0,11.0
A000147,Number of trees of diameter 5.,Успешно,Строгий кристаллический тренд,5.0744,-0.0,0.0,2.6883,6.6981,1.0,0.6979,678483.91,9.31,0.9949,0.005,0.0001,2835765856.8,0.0,1.0,1.0
A000148,Number of partitions into non-integral powers.,Успешно,Строгий кристаллический тренд,5.4919,-0.0,0.0,1.02,-0.1776,0.9999,0.7709,5708.8,2.82,0.9909,0.0089,0.0002,139157.18,0.0,0.9999,1.0
A000149,a(n) = floor(e^n).,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,4.244,17.4808,1.0,0.5767,152743831880.57,17.7,1.0,0.0,0.0,38677215473.04,0.0,1.0,1.0
A000150,"Number of dissections of an n-gon, rooted at an exterior edge, asymmetric with respect to that edge.",Успешно,Строгий кристаллический тренд,4.6808,-0.0,0.0,4.44,18.7191,1.0,0.5502,892572946139.49,19.12,0.9998,0.0002,0.0,6.923767174622481e+20,0.0,1.0,1.0
A000151,Number of oriented rooted trees with n nodes. Also rooted trees with n nodes and 2-colored non-root nodes.,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,4.9443,23.1396,1.0,0.5313,3.6120239911674056e+18,23.6,0.9999,0.0001,0.0,5.23763061578804e+33,0.0,1.0,1.0
A000152,Number of ways of writing n as a sum of 16 squares.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,2.1051,3.516,0.9998,0.6782,1669058871.33,6.29,0.9803,0.017,0.0027,5.893887305597812e+16,0.0,0.9992,1.0
A000153,"a(n) = n*a(n-1) + (n-2)*a(n-2), with a(0) = 0, a(1) = 1.",Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,4.2329,15.9635,1.0,0.4916,1.0269442400803299e+18,19.04,0.9999,0.0001,0.0,6.886535355584226e+32,0.0,1.0,1.0
A000154,Erroneous version of A003713.,Успешно,Строгий кристаллический тренд,3.9698,-0.0,0.0,3.739,12.0097,1.0,0.489,249806015069765.38,15.33,0.9999,0.0001,0.0,3.687986303338915e+25,0.0,1.0,1.0
A000155,Nearest integer to modified Bessel function K_n(1).,Успешно,Строгий кристаллический тренд,4.4594,-0.0,0.0,4.3599,17.0228,1.0,0.4924,2.3909467594842818e+23,20.48,1.0,0.0,0.0,1.0983698827561365e+43,0.0,1.0,1.0
A000156,Number of ways of writing n as a sum of 24 squares.,Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,2.7271,6.6426,0.9997,0.6266,935602023776.09,8.63,0.985,0.0148,0.0002,2.7784089696104113e+22,0.0,0.9997,1.0
A000157,Number of Boolean functions of n variables.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000158,Number of partitions into non-integral powers.,Успешно,Строгий кристаллический тренд,5.3576,-0.0,0.0,1.4448,0.9752,0.9999,0.7518,57930.63,4.04,0.9901,0.0098,0.0001,19343007.18,0.0,0.9999,1.0
A000159,"a(n) = A058087(n,n-3).",Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,4.2356,15.9784,1.0,0.4917,4.755229221591216e+20,19.13,0.9999,0.0001,0.0,1.1018175690128422e+38,0.0,1.0,1.0
A000160,Number of partitions into non-integral powers.,Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,1.7554,2.0772,0.9999,0.7344,265728.49,5.09,0.9899,0.01,0.0001,528385014.01,0.0,0.9999,1.0
A000161,Number of partitions of n into 2 squares.,Успешно,Сложная динамическая структура,1.2006,2.0614,3.0,0.7655,-0.3993,-0.0214,0.4452,0.97,3.4,0.3791,0.3361,0.2848,1.29,0.7071,-0.3759,27.0
A000162,Number of 3-dimensional polyominoes (or polycubes) with n cells.,Успешно,Строгий кристаллический тренд,4.3685,-0.0,0.0,4.2558,16.3984,1.0,0.5148,1304629275926287.8,18.31,0.9999,0.0001,0.0,4.770910288028276e+26,0.0,1.0,1.0
A000163,Series-parallel numbers.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,4.1183,15.9034,1.0,0.5512,3787321255590.49,16.67,0.9999,0.0001,0.0,4.94289054800754e+21,0.0,1.0,1.0
A000164,Number of partitions of n into 3 squares (allowing part zero).,Успешно,Сложная динамическая структура,1.9355,2.3831,3.0,0.4717,-0.0049,0.137,0.5965,1.54,2.97,0.3756,0.3554,0.269,5.12,0.5773,-0.2761,26.0
A000165,Double factorial of even numbers: (2n)!! = 2^n*n!.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.1248,15.0279,1.0,0.4913,6.684313199424689e+21,18.5,1.0,0.0,0.0,9.228811085063672e+39,0.0,1.0,1.0
A000166,"Subfactorial or rencontres numbers, or derangements: number of permutations of n elements with no fixed points.",Успешно,Строгий кристаллический тренд,4.5016,0.2668,0.0,4.5735,18.9606,1.0,0.493,8.242744173643499e+20,22.0,0.9999,0.0001,0.0,3.725680887035564e+38,0.0,1.0,1.0
A000167,Nearest integer to modified Bessel function K_n(2).,Успешно,Строгий кристаллический тренд,4.2433,-0.0,0.0,4.347,16.9486,1.0,0.4928,1.0976613700422166e+17,19.95,0.9999,0.0001,0.0,9.254707380251322e+30,0.0,1.0,1.0
A000168,a(n) = 2*3^n*(2*n)!/(n!*(n+2)!).,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,4.5268,18.6688,1.0,0.507,2.3410712508993087e+20,20.87,1.0,0.0,0.0,1.3039203150995722e+37,0.0,1.0,1.0
A000169,Number of labeled rooted trees with n nodes: n^(n-1).,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.1268,15.0385,1.0,0.4914,5.496306058072687e+23,18.62,1.0,0.0,0.0,3.640401841140757e+43,0.0,1.0,1.0
A000170,Number of ways of placing n nonattacking queens on an n X n board.,Успешно,Строгий кристаллический тренд,4.6645,0.9271,0.0,4.9352,22.5706,1.0,0.51,1.8333553719115452e+16,24.43,0.9996,0.0004,0.0,8.479845616493331e+29,0.0,1.0,1.0
A000171,Number of self-complementary graphs with n nodes.,Успешно,Аномальный Сдвиг / Выброс,2.8252,1.5147,0.0,5.2941,26.0298,-0.027,0.4952,7.5547978753683506e+22,15.0,0.3394,0.3377,0.3229,1.7238209630085043e+46,0.0,-0.4961,1.0
A000172,"The Franel number a(n) = Sum_{k = 0..n} binomial(n,k)^3.",Успешно,Строгий кристаллический тренд,4.5236,-0.0,0.0,4.3619,17.3351,1.0,0.5162,1.1912012969781517e+17,19.12,1.0,0.0,0.0,2.936496705927494e+30,0.0,1.0,1.0
A000173,Unitary-sociable numbers (smallest member of each cycle).,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,2.1373,3.9254,0.9776,0.6793,1325952889.8,8.35,0.8438,0.0893,0.0669,5.086205821728776e+17,0.0,0.5392,1.0
A000174,Number of partitions of n into 5 squares.,Успешно,Сложная динамическая структура,3.5658,2.1855,0.0,0.3331,-0.7487,0.868,0.8048,4.87,4.31,0.6772,0.1806,0.1422,27.72,0.0481,-0.3011,1.0
A000175,Related to zeros of Bessel function.,Успешно,Строгий кристаллический тренд,3.9698,-0.0,0.0,3.7063,11.8467,0.9965,0.4959,4.735310256161477e+20,14.64,0.993,0.007,0.0,7.189908289161604e+39,0.0,0.9958,1.0
